Timestamp,Distance,Label,LabelName
1764137455.6410146,320,0,normal
1764137455.7624114,320,0,normal
1764137455.8838298,320,0,normal
1764137456.0052278,320,0,normal
1764137456.117773,172,0,normal
1764137456.2304814,171,0,normal
1764137456.3429859,171,0,normal
1764137456.4555008,171,0,normal
1764137456.576922,320,0,normal
1764137456.6982977,320,0,normal
1764137456.819691,320,0,normal
1764137456.941095,320,0,normal
1764137457.0537918,173,0,normal
1764137457.175125,320,0,normal
1764137457.2965667,320,0,normal
1764137457.4179578,320,0,normal
1764137457.5393531,320,0,normal
1764137457.660703,320,0,normal
1764137457.7734482,173,0,normal
1764137457.8860497,171,0,normal
1764137458.0074263,320,0,normal
1764137458.1199822,171,0,normal
1764137458.2326894,172,0,normal
1764137458.354073,321,0,normal
1764137458.4754722,320,0,normal
1764137458.5968602,321,0,normal
1764137458.7094202,171,0,normal
1764137458.8308163,320,0,normal
1764137458.9521866,320,0,normal
1764137459.0736003,320,0,normal
1764137459.1861491,172,0,normal
1764137459.307511,320,0,normal
1764137459.4289124,320,0,normal
1764137459.550289,320,0,normal
1764137459.6717534,320,0,normal
1764137459.7929716,320,0,normal
1764137459.9144025,320,0,normal
1764137460.035798,320,0,normal
1764137460.1572156,320,0,normal
1764137460.2786071,320,0,normal
1764137460.3999572,320,0,normal
1764137460.5213647,320,0,normal
1764137460.6427178,320,0,normal
1764137460.7552555,171,0,normal
1764137460.8679566,171,0,normal
1764137460.9894347,320,0,normal
1764137461.11076,320,0,normal
1764137461.2320955,320,0,normal
1764137461.3534749,320,0,normal
1764137461.4748724,320,0,normal
1764137461.596248,320,0,normal
1764137461.7176383,320,0,normal
1764137461.8389237,320,0,normal
1764137461.9445646,70,0,normal
1764137462.0512226,74,0,normal
1764137462.1582756,78,0,normal
1764137462.2654219,81,0,normal
1764137462.372879,83,0,normal
1764137462.4809835,96,0,normal
1764137462.5889862,94,0,normal
1764137462.6968648,97,0,normal
1764137462.8049872,95,0,normal
1764137463.0441146,109,0,normal
1764137463.1525867,102,0,normal
1764137463.261515,108,0,normal
1764137463.3708081,116,0,normal
1764137463.480266,121,0,normal
1764137463.5901773,125,0,normal
1764137463.700482,132,0,normal
1764137463.8218663,320,0,normal
1764137463.9343846,170,0,normal
1764137464.045457,146,0,normal
1764137464.1567872,148,0,normal
1764137464.2691565,170,0,normal
1764137464.3906822,320,0,normal
1764137464.503117,170,0,normal
1764137464.6161757,180,0,normal
1764137464.7375915,320,0,normal
1764137464.8502626,172,0,normal
1764137464.9628026,171,0,normal
1764137465.0753467,172,0,normal
1764137465.196682,320,0,normal
1764137465.3181787,320,0,normal
1764137465.4394166,320,0,normal
1764137465.552084,171,0,normal
1764137465.66463,171,0,normal
1764137475.6787405,173,0,normal
1764137475.7912672,171,0,normal
1764137475.9038544,170,0,normal
1764137476.0163593,171,0,normal
1764137476.1254845,112,0,normal
1764137476.238045,172,0,normal
1764137476.359367,320,0,normal
1764137476.4721508,172,0,normal
1764137476.5934083,320,0,normal
1764137476.7060654,171,0,normal
1764137476.8185425,171,0,normal
1764137476.9309902,170,0,normal
1764137477.043723,171,0,normal
1764137477.1649413,320,0,normal
1764137477.2864957,321,0,normal
1764137477.6537032,108,0,normal
1764137478.1499858,107,0,normal
1764137478.2589533,109,0,normal
1764137478.3678892,110,0,normal
1764137478.4805832,171,0,normal
1764137478.5931888,171,0,normal
1764137478.7057142,170,0,normal
1764137478.8180351,170,0,normal
1764137478.926962,108,0,normal
1764137479.0394518,171,0,normal
1764137479.1479988,102,0,normal
1764137479.260635,171,0,normal
1764137479.3731148,170,0,normal
1764137479.4815824,101,0,normal
1764137479.5899124,101,0,normal
1764137479.6986036,104,0,normal
1764137479.8111348,171,0,normal
1764137479.9236662,171,0,normal
1764137480.0364008,172,0,normal
1764137480.1488824,172,0,normal
1764137480.2615848,171,0,normal
1764137480.3740988,172,0,normal
1764137480.4866343,170,0,normal
1764137480.5992897,170,0,normal
1764137480.711842,171,0,normal
1764137480.8244677,173,0,normal
1764137480.9370046,171,0,normal
1764137481.0496817,171,0,normal
1764137481.1622279,170,0,normal
1764137481.2747056,171,0,normal
1764137481.3874514,171,0,normal
1764137481.4998527,170,0,normal
1764137481.612458,170,0,normal
1764137481.7248619,171,0,normal
1764137481.8374453,171,0,normal
1764137481.9500346,171,0,normal
1764137482.0625532,171,0,normal
1764137482.1752613,171,0,normal
1764137482.2877553,171,0,normal
1764137482.4003248,171,0,normal
1764137482.5128582,171,0,normal
1764137482.6253757,171,0,normal
1764137482.7379045,171,0,normal
1764137482.85063,170,0,normal
1764137482.9631426,171,0,normal
1764137483.0756292,171,0,normal
1764137483.1882048,171,0,normal
1764137483.3006785,171,0,normal
1764137483.4132626,171,0,normal
1764137483.5259352,171,0,normal
1764137483.6384864,171,0,normal
1764137483.7511706,171,0,normal
1764137483.863684,172,0,normal
1764137483.9762053,171,0,normal
1764137484.0888643,171,0,normal
1764137484.2013788,171,0,normal
1764137484.3139284,172,0,normal
1764137484.4266467,172,0,normal
1764137484.5391614,171,0,normal
1764137484.651756,171,0,normal
1764137484.764186,171,0,normal
1764137484.876937,171,0,normal
1764137484.9895663,172,0,normal
1764137485.1020663,171,0,normal
1764137485.214679,172,0,normal
1764137485.3272874,171,0,normal
1764137485.4397671,171,0,normal
1764137485.5524168,171,0,normal
1764137485.6648633,172,0,normal
1764137496.0816078,320,0,normal
1764137496.2029457,319,0,normal
1764137496.3242793,320,0,normal
1764137496.4456193,319,0,normal
1764137496.5669763,320,0,normal
1764137496.688371,319,0,normal
1764137496.8097093,320,0,normal
1764137496.931259,319,0,normal
1764137497.0525622,320,0,normal
1764137497.1737127,319,0,normal
1764137497.295134,320,0,normal
1764137497.4166224,320,0,normal
1764137497.537904,320,0,normal
1764137497.6593618,320,0,normal
1764137497.7806735,320,0,normal
1764137497.901951,320,0,normal
1764137498.0234356,319,0,normal
1764137498.1448226,320,0,normal
1764137498.2661245,320,0,normal
1764137498.3874254,320,0,normal
1764137498.508839,320,0,normal
1764137498.630209,320,0,normal
1764137498.7516046,320,0,normal
1764137498.8728871,320,0,normal
1764137498.994429,320,0,normal
1764137499.1157572,320,0,normal
1764137499.2370787,320,0,normal
1764137499.3430252,76,0,normal
1764137499.449927,77,0,normal
1764137499.5569372,77,0,normal
1764137499.6640666,79,0,normal
1764137499.7712247,81,0,normal
1764137499.8784866,81,0,normal
1764137499.9856472,82,0,normal
1764137500.0930839,84,0,normal
1764137500.2006555,87,0,normal
1764137500.3085582,92,0,normal
1764137500.416639,95,0,normal
1764137500.5260546,101,0,normal
1764137500.6349337,108,0,normal
1764137500.7440217,115,0,normal
1764137500.8539503,124,0,normal
1764137500.9753091,319,0,normal
1764137501.0966341,320,0,normal
1764137501.2072637,139,0,normal
1764137501.328616,320,0,normal
1764137501.440408,156,0,normal
1764137501.561718,320,0,normal
1764137501.6735826,159,0,normal
1764137501.7857118,166,0,normal
1764137501.9072068,320,0,normal
1764137502.0287068,320,0,normal
1764137502.1500092,320,0,normal
1764137502.2713203,320,0,normal
1764137502.3928423,320,0,normal
1764137502.5141857,320,0,normal
1764137502.635502,320,0,normal
1764137502.7571294,320,0,normal
1764137502.878391,320,0,normal
1764137502.9997427,319,0,normal
1764137503.1134188,192,0,normal
1764137503.23496,320,0,normal
1764137503.3562477,320,0,normal
1764137503.4776418,320,0,normal
1764137503.598995,320,0,normal
1764137503.7203279,320,0,normal
1764137503.8416896,320,0,normal
1764137503.9553428,190,0,normal
1764137504.068355,178,0,normal
1764137504.189726,319,0,normal
1764137504.3022184,169,0,normal
1764137504.4235806,320,0,normal
1764137504.5449662,319,0,normal
1764137504.6662705,319,0,normal
1764137504.787613,319,0,normal
1764137504.8988688,150,0,normal
1764137505.020199,319,0,normal
1764137505.1415875,319,0,normal
1764137505.262988,319,0,normal
1764137505.3842573,320,0,normal
1764137505.5056233,320,0,normal
1764137505.626961,319,0,normal
1764137505.7483137,320,0,normal
1764137505.86969,320,0,normal
1764137505.9911795,320,0,normal
1764137506.112507,320,0,normal
1764137513.5965676,320,0,normal
1764137513.7177083,319,0,normal
1764137513.8390777,320,0,normal
1764137513.960598,320,0,normal
1764137514.081928,319,0,normal
1764137514.2032773,320,0,normal
1764137514.3246708,319,0,normal
1764137514.445847,319,0,normal
1764137514.567205,319,0,normal
1764137514.688516,319,0,normal
1764137514.8100426,319,0,normal
1764137514.915115,63,0,normal
1764137515.0210397,61,0,normal
1764137515.127053,60,0,normal
1764137515.2328742,58,0,normal
1764137515.338701,58,0,normal
1764137515.4445767,58,0,normal
1764137515.5503912,58,0,normal
1764137515.6565812,63,0,normal
1764137515.7626464,62,0,normal
1764137515.8688276,64,0,normal
1764137515.9752254,68,0,normal
1764137516.0817046,69,0,normal
1764137516.1884437,71,0,normal
1764137516.2950215,72,0,normal
1764137516.4016883,73,0,normal
1764137516.5085886,73,0,normal
1764137516.6152976,74,0,normal
1764137516.722015,73,0,normal
1764137516.8287568,73,0,normal
1764137516.9356427,75,0,normal
1764137517.0425172,76,0,normal
1764137517.1490762,70,0,normal
1764137517.2554724,69,0,normal
1764137517.3619807,70,0,normal
1764137517.468739,71,0,normal
1764137517.575282,72,0,normal
1764137517.6822338,75,0,normal
1764137517.7892613,78,0,normal
1764137517.896622,84,0,normal
1764137518.0043278,89,0,normal
1764137518.112034,92,0,normal
1764137518.2202823,97,0,normal
1764137518.3296678,101,0,normal
1764137518.438458,106,0,normal
1764137518.5470626,104,0,normal
1764137518.655828,107,0,normal
1764137518.7771978,320,0,normal
1764137518.886422,117,0,normal
1764137518.9963715,124,0,normal
1764137519.1062963,125,0,normal
1764137519.2162304,128,0,normal
1764137519.3263428,131,0,normal
1764137519.436645,132,0,normal
1764137519.546903,131,0,normal
1764137519.7875707,153,0,normal
1764137519.9089773,319,0,normal
1764137520.148696,137,0,normal
1764137520.2593539,139,0,normal
1764137520.3697097,136,0,normal
1764137520.7389662,139,0,normal
1764137521.4956887,141,0,normal
1764137521.6170495,320,0,normal
1764137521.7384067,319,0,normal
1764137521.8483694,127,0,normal
1764137521.9586012,133,0,normal
1764137522.0799706,320,0,normal
1764137522.1897209,123,0,normal
1764137522.2995493,121,0,normal
1764137522.4091213,122,0,normal
1764137522.518726,122,0,normal
1764137522.6280098,116,0,normal
1764137522.7371428,112,0,normal
1764137522.8460977,109,0,normal
1764137522.9546938,105,0,normal
1764137523.0631108,102,0,normal
1764137523.1715477,100,0,normal
1764137523.278596,97,0,normal
1764137523.3880203,100,0,normal
1764137523.4947066,89,0,normal
1764137523.7314854,87,0,normal
1764137532.4236617,150,1,anomaly
1764137532.5342574,139,1,anomaly
1764137532.6438882,120,1,anomaly
1764137532.7520962,100,1,anomaly
1764137532.8580303,75,1,anomaly
1764137532.9626262,35,1,anomaly
1764137533.0655193,10,1,anomaly
1764137539.4167006,321,1,anomaly
1764137539.530082,186,1,anomaly
1764137539.6434238,182,1,anomaly
1764137539.756407,180,1,anomaly
1764137539.8689659,170,1,anomaly
1764137539.9806683,155,1,anomaly
1764137540.2183924,104,1,anomaly
1764137540.3248122,85,1,anomaly
1764137540.4306033,56,1,anomaly
1764137548.9037464,320,1,anomaly
1764137549.025056,319,1,anomaly
1764137549.1464272,319,1,anomaly
1764137549.267795,320,1,anomaly
1764137549.3775868,125,1,anomaly
1764137549.4861667,104,1,anomaly
1764137549.5918334,72,1,anomaly
1764137549.697379,53,1,anomaly
1764137549.8023984,45,1,anomaly
1764137549.906866,35,1,anomaly
1764137561.7312534,95,1,anomaly
1764137561.8381214,74,1,anomaly
1764137561.9439368,59,1,anomaly
1764137562.048969,42,1,anomaly
1764137562.153128,29,1,anomaly
1764137562.2566226,19,1,anomaly
1764137562.3599265,17,1,anomaly
1764137562.4618886,9,1,anomaly
1764137562.585339,319,1,anomaly
1764137562.706545,320,1,anomaly
1764137569.7957642,320,1,anomaly
1764137569.9170802,320,1,anomaly
1764137570.038426,320,1,anomaly
1764137570.159788,320,1,anomaly
1764137570.281175,320,1,anomaly
1764137570.402545,320,1,anomaly
1764137570.5131865,137,1,anomaly
1764137570.6226156,120,1,anomaly
1764137570.7290142,85,1,anomaly
1764137570.8357475,74,1,anomaly
1764137579.7808,48,1,anomaly
1764137579.8859525,48,1,anomaly
1764137579.991154,44,1,anomaly
1764137580.0961978,45,1,anomaly
1764137580.199416,16,1,anomaly
1764137580.3053362,57,1,anomaly
1764137580.411177,58,1,anomaly
1764137580.5153866,31,1,anomaly
1764137580.621256,57,1,anomaly
1764137580.8554692,46,1,anomaly
1764137586.9728558,154,1,anomaly
1764137587.08432,154,1,anomaly
1764137587.194768,135,1,anomaly
1764137587.3045676,122,1,anomaly
1764137587.4132483,107,1,anomaly
1764137587.5197978,89,1,anomaly
1764137587.626996,81,1,anomaly
1764137587.7327049,56,1,anomaly
1764137587.8375509,39,1,anomaly
1764137587.9421773,38,1,anomaly
1764137593.1719322,319,1,anomaly
1764137593.29329,319,1,anomaly
1764137593.414616,320,1,anomaly
1764137593.524677,131,1,anomaly
1764137593.6337457,112,1,anomaly
1764137593.7403533,89,1,anomaly
1764137593.8469145,68,1,anomaly
1764137593.9522362,50,1,anomaly
1764137594.0569263,39,1,anomaly
1764137599.1293087,319,1,anomaly
1764137599.362816,49,1,anomaly
1764137599.4684918,57,1,anomaly
1764137599.572247,23,1,anomaly
1764137599.674204,8,1,anomaly
1764137599.7976491,320,1,anomaly
1764137599.9189444,319,1,anomaly
1764137600.040255,319,1,anomaly
1764137600.1616116,319,1,anomaly
1764137607.8197157,100,1,anomaly
1764137607.9270422,98,1,anomaly
1764137608.0340302,79,1,anomaly
1764137608.1422153,98,1,anomaly
1764137608.2495596,81,1,anomaly
1764137608.3555553,61,1,anomaly
1764137608.4596543,28,1,anomaly
1764137608.5627513,13,1,anomaly
1764137614.2211564,319,1,anomaly
1764137614.3308887,121,1,anomaly
1764137614.4371185,86,1,anomaly
1764137614.543923,73,1,anomaly
1764137614.6504333,71,1,anomaly
1764137614.7559495,48,1,anomaly
1764137614.8600447,31,1,anomaly
1764137614.9629798,10,1,anomaly
1764137615.0854938,319,1,anomaly
1764137615.2068005,319,1,anomaly
1764137621.8535438,105,1,anomaly
1764137621.958723,66,1,anomaly
1764137622.0652773,69,1,anomaly
1764137622.1709795,56,1,anomaly
1764137622.2756522,38,1,anomaly
1764137622.380149,35,1,anomaly
1764137622.484499,32,1,anomaly
1764137622.589335,43,1,anomaly
1764137622.6927981,17,1,anomaly
1764137622.815179,319,1,anomaly
1764137622.9365919,319,1,anomaly
1764137630.5933347,320,1,anomaly
1764137630.7061913,175,1,anomaly
1764137630.8181992,161,1,anomaly
1764137630.9291458,144,1,anomaly
1764137631.0506272,319,1,anomaly
1764137631.1574175,92,1,anomaly
1764137631.264139,75,1,anomaly
1764137631.3699968,57,1,anomaly
1764137631.475033,44,1,anomaly
1764137631.579357,33,1,anomaly
1764137637.9818516,81,1,anomaly
1764137638.086862,43,1,anomaly
1764137638.1906579,24,1,anomaly
1764137638.3129902,320,1,anomaly
1764137638.4343145,319,1,anomaly
1764137638.5556998,320,1,anomaly
1764137638.6770482,319,1,anomaly
1764137638.7985423,319,1,anomaly
1764137638.9198449,319,1,anomaly
1764137644.6193078,89,1,anomaly
1764137644.72602,73,1,anomaly
1764137644.8314455,52,1,anomaly
1764137644.934904,16,1,anomaly
1764137645.0364249,4,1,anomaly
1764137645.1598191,319,1,anomaly
1764137645.281271,319,1,anomaly
1764137645.4026406,320,1,anomaly
1764137645.523932,319,1,anomaly
1764137653.1651843,62,1,anomaly
1764137653.2711158,57,1,anomaly
1764137653.376193,46,1,anomaly
1764137653.4807074,38,1,anomaly
1764137653.5853615,36,1,anomaly
1764137653.6900384,38,1,anomaly
1764137653.795046,43,1,anomaly
1764137653.9174137,320,1,anomaly
1764137654.0387433,319,1,anomaly
1764137654.1600876,319,1,anomaly
1764137660.5229456,187,1,anomaly
1764137660.6442869,319,1,anomaly
1764137660.757474,183,1,anomaly
1764137660.8694582,162,1,anomaly
1764137660.9807367,146,1,anomaly
1764137661.0903141,122,1,anomaly
1764137661.1966567,83,1,anomaly
1764137661.3039958,83,1,anomaly
1764137661.4096353,57,1,anomaly
1764137661.5146084,43,1,anomaly
1764137667.2396212,92,1,anomaly
1764137667.346869,83,1,anomaly
1764137667.4542007,83,1,anomaly
1764137667.560078,56,1,anomaly
1764137667.6649263,42,1,anomaly
1764137667.768679,25,1,anomaly
1764137667.870405,6,1,anomaly
1764137667.9769428,51,1,anomaly
1764137668.0786831,6,1,anomaly
1764137668.1832898,22,1,anomaly
1764137679.6990201,129,1,anomaly
1764137679.8092046,132,1,anomaly
1764137679.9190397,127,1,anomaly
1764137680.040658,323,1,anomaly
1764137680.149214,104,1,anomaly
1764137680.255656,83,1,anomaly
1764137680.3614256,59,1,anomaly
1764137680.4663198,43,1,anomaly
1764137680.5704277,27,1,anomaly
1764137680.673559,11,1,anomaly
1764137687.0376186,132,1,anomaly
1764137687.143332,74,1,anomaly
1764137687.2527585,100,1,anomaly
1764137687.3588047,80,1,anomaly
1764137687.4646702,58,1,anomaly
1764137687.5696795,42,1,anomaly
1764137687.6738079,30,1,anomaly
1764137687.7774491,21,1,anomaly
1764137687.8808076,17,1,anomaly
1764137687.982737,9,1,anomaly
1764137694.1927593,322,1,anomaly
1764137694.3142133,323,1,anomaly
1764137694.4358115,323,1,anomaly
1764137694.5574627,324,1,anomaly
1764137694.6628072,67,1,anomaly
1764137694.7677305,45,1,anomaly
1764137694.8713949,20,1,anomaly
1764137694.9744828,11,1,anomaly
1764137695.076279,8,1,anomaly
1764137695.1790955,8,1,anomaly
1764137702.691324,95,1,anomaly
1764137702.7981758,75,1,anomaly
1764137702.9036222,50,1,anomaly
1764137703.0084047,43,1,anomaly
1764137703.1130853,38,1,anomaly
1764137703.216562,16,1,anomaly
1764137703.3208258,33,1,anomaly
1764137703.425143,31,1,anomaly
